# Dataset title: Dataset Abitudini Sportive
# Numero di campioni: 1000
# Bias: 0.54
# Bilanciamento: 49.10%
# Colonna 'ore_settimanali_allenamento': 58 valori NaN
# Colonna 'frequenza_allenamento': 46 valori NaN
# Colonna 'tipo_sport_praticato': 64 occorrenze di -999
# Colonna 'soddisfazione_allenamento': 58 occorrenze di -999
# Colonna 'attrezzatura_comprata_annualmente': 59 occorrenze di -999
# Colonna 'obiettivo_allenamento_label': 59 occorrenze di ***
# Colonna 'obiettivo_allenamento': 48 occorrenze di -999
# Colonna 'frequenza_infortuni_label': 48 occorrenze di ***
# Colonna 'frequenza_infortuni': 42 occorrenze di -999
# Colonna 'alimentazione_durante_allenamento_label': 68 occorrenze di ***
# Colonna 'alimentazione_durante_allenamento': 68 occorrenze di -999
# Colonna 'tempo_riposo_settimanale_label': 36 occorrenze di ***
# Colonna 'tempo_riposo_settimanale': 36 occorrenze di -999
# Colonna 'Y': 64 occorrenze di -999
ore_settimanali_allenamento,frequenza_allenamento,tipo_sport_praticato,soddisfazione_allenamento,attrezzatura_comprata_annualmente,obiettivo_allenamento_label,obiettivo_allenamento,frequenza_infortuni_label,frequenza_infortuni,alimentazione_durante_allenamento_label,alimentazione_durante_allenamento,tempo_riposo_settimanale_label,tempo_riposo_settimanale,Y
6.67,4.66,2,2,1,Perdita peso,0,Raramente,1,Equilibrata,0,Media,1,1
8.22,4.66,3,-999,-999,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
,4.94,3,4,5,Altro,3,Raramente,1,Carboidrati,2,Bassa,2,1
10.25,,3,4,3,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Media,1,0
3.1,2.35,1,2,2,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
10.3,4.97,-999,4,1,Altro,3,Sempre,3,Altro,-999,***,-999,-999
5.3,3.02,2,1,0,Perdita peso,0,Raramente,1,Equilibrata,-999,Media,1,1
10.73,5.76,4,4,3,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
6.68,3.66,1,1,2,Perdita peso,0,***,0,Equilibrata,0,Media,1,1
8.72,,3,-999,-999,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
8.17,4.97,4,4,4,Altro,3,Sempre,3,Carboidrati,2,Media,1,0
5.48,3.57,2,1,1,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Bassa,2,-999
7.6,5.26,3,3,5,Allenamento cardiovascolare,2,Sempre,3,Carboidrati,2,Bassa,2,0
6.27,3.48,1,2,5,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
9.86,5.27,4,4,0,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
9.51,4.47,4,3,4,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
9.45,4.77,3,4,1,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Bassa,2,0
5.76,3.52,2,3,1,Miglioramento muscolare,1,Spesso,2,Proteica,1,Media,1,1
6.55,3.5,3,3,6,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Media,1,0
8.0,4.02,3,4,1,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Media,1,0
5.31,3.11,1,1,3,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Bassa,2,1
,4.15,1,-999,-999,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,-999
7.13,3.87,3,2,1,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Media,1,1
10.04,5.32,4,4,0,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
6.3,4.2,1,2,1,***,-999,Mai,0,Proteica,1,Media,1,1
5.14,2.88,1,2,3,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
4.38,3.05,1,2,1,Perdita peso,0,Mai,-999,***,0,Alta,0,1
8.64,4.4,4,4,3,Allenamento cardiovascolare,2,Spesso,2,Altro,-999,***,2,0
,2.9,2,2,1,***,0,***,1,Proteica,1,Bassa,2,1
11.08,5.64,4,4,4,Altro,3,Sempre,3,Carboidrati,2,Bassa,-999,-999
6.5,,3,1,0,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Bassa,2,1
5.87,2.47,-999,2,8,Miglioramento muscolare,1,Mai,0,Proteica,1,Media,-999,-999
7.94,3.66,3,4,1,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Media,1,0
9.63,4.95,4,4,0,Altro,3,Sempre,3,Carboidrati,2,Bassa,2,0
1.46,1.88,1,2,5,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
8.11,4.83,3,4,1,Allenamento cardiovascolare,2,Spesso,2,Proteica,1,Alta,0,0
6.4,3.14,2,4,4,***,2,Sempre,3,Proteica,1,Media,1,1
,2.38,2,3,4,Perdita peso,0,Raramente,1,Proteica,1,Alta,0,1
8.42,3.87,1,4,2,Allenamento cardiovascolare,2,Spesso,2,Proteica,1,Alta,0,1
6.38,3.58,-999,3,2,Perdita peso,0,Raramente,1,Proteica,1,Alta,0,1
7.6,3.97,2,2,5,Perdita peso,0,Mai,0,Carboidrati,2,Media,1,1
6.69,4.19,2,2,2,Miglioramento muscolare,1,Spesso,2,Proteica,1,Media,1,1
3.82,3.4,1,3,7,Perdita peso,0,Spesso,2,Proteica,1,Media,1,1
7.45,4.33,2,3,0,Miglioramento muscolare,1,Spesso,2,Carboidrati,2,Alta,0,1
8.14,4.0,3,4,3,Altro,3,Sempre,3,Carboidrati,2,Bassa,2,0
3.35,3.68,1,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
8.94,4.83,3,3,5,Altro,3,Spesso,-999,***,2,Media,1,0
9.21,5.25,3,4,2,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Media,1,0
4.2,2.82,2,2,5,Miglioramento muscolare,1,Raramente,1,Carboidrati,-999,***,1,1
,3.5,4,4,4,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
10.02,5.47,-999,-999,-999,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
9.95,4.22,3,4,4,Altro,3,Spesso,2,Carboidrati,2,Media,1,0
12.45,5.96,3,4,5,Altro,3,Spesso,2,Altro,3,Bassa,2,0
5.6,3.05,1,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
6.7,3.39,1,3,0,Miglioramento muscolare,1,Raramente,1,Equilibrata,0,Alta,0,1
4.03,3.0,1,2,4,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
3.91,2.28,-999,2,0,Perdita peso,0,Mai,0,Proteica,1,Media,1,1
8.63,4.49,-999,3,3,Allenamento cardiovascolare,2,***,1,Proteica,1,Media,1,0
6.22,,3,2,4,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
4.05,2.94,2,2,4,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
7.13,3.86,3,1,2,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Bassa,2,-999
3.61,2.01,1,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
,1.38,2,2,1,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Bassa,2,1
6.49,3.55,2,2,5,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Alta,0,1
8.46,4.67,2,3,3,Allenamento cardiovascolare,2,Raramente,1,Equilibrata,0,Media,1,0
4.84,3.03,2,2,6,***,-999,Spesso,2,Carboidrati,2,Media,1,1
9.69,6.25,3,3,1,Miglioramento muscolare,1,Spesso,2,***,1,Media,1,0
4.61,2.14,2,2,1,Perdita peso,0,Mai,0,Equilibrata,-999,Alta,0,1
,3.24,3,2,2,Miglioramento muscolare,1,Raramente,-999,***,1,Media,1,1
7.33,4.45,2,2,1,Miglioramento muscolare,1,Raramente,1,Proteica,1,Alta,0,1
9.63,5.1,3,4,4,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
4.54,2.1,1,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
5.58,3.56,2,2,1,Miglioramento muscolare,1,Spesso,2,Carboidrati,-999,Bassa,2,1
10.33,5.79,3,3,5,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
11.73,6.0,-999,4,7,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Bassa,2,0
5.8,4.24,1,2,0,Miglioramento muscolare,1,Raramente,1,Equilibrata,0,Alta,0,1
4.53,2.7,1,2,6,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
4.19,3.42,1,1,2,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
6.4,3.35,2,2,5,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Media,1,1
13.25,6.26,-999,4,6,Altro,3,Sempre,3,Altro,3,Bassa,2,0
8.62,4.42,2,3,4,Allenamento cardiovascolare,2,Mai,0,Proteica,1,Media,1,1
8.65,4.49,-999,4,0,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
11.99,6.29,3,4,5,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
11.63,5.17,4,5,4,Altro,3,Spesso,2,Altro,3,Bassa,2,0
9.09,4.55,4,3,2,Altro,3,Spesso,2,Altro,3,Bassa,2,0
10.97,5.25,4,4,1,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Bassa,2,0
8.08,,3,2,4,Allenamento cardiovascolare,2,***,1,Carboidrati,2,Media,1,0
5.41,,2,2,7,Miglioramento muscolare,1,Spesso,2,Proteica,1,Bassa,2,1
8.43,5.06,3,3,3,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
7.06,4.48,2,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Media,-999,-999
6.92,4.54,1,2,3,Perdita peso,0,Mai,0,Equilibrata,-999,Media,1,1
2.25,1.71,1,2,1,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
5.88,3.49,2,1,1,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Alta,0,1
7.16,3.03,2,1,5,Miglioramento muscolare,1,Mai,0,Proteica,1,Media,1,1
5.75,2.71,1,1,0,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
7.02,3.24,4,3,1,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
6.46,3.84,2,3,5,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,0
4.53,1.96,-999,-999,-999,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
8.69,5.12,3,3,4,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Media,1,0
3.65,2.43,1,2,1,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
7.18,4.07,1,4,4,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,0
5.94,3.54,2,2,1,Miglioramento muscolare,1,Mai,0,Proteica,1,Alta,0,1
2.37,2.17,1,1,1,Perdita peso,0,Raramente,1,Equilibrata,-999,***,0,1
7.98,3.81,3,-999,-999,Altro,3,Spesso,2,Carboidrati,2,Alta,0,0
7.85,4.34,3,3,1,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Media,1,0
1.42,2.6,1,1,0,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
10.26,5.81,4,4,3,Altro,3,Sempre,3,Altro,3,Bassa,2,0
8.58,5.26,4,3,3,***,-999,Spesso,2,Carboidrati,2,Media,1,0
4.64,2.14,2,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
6.67,3.19,2,1,0,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Bassa,2,1
4.93,2.09,1,2,2,Perdita peso,0,Mai,-999,***,-999,Alta,0,-999
8.16,3.88,3,3,2,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Media,1,0
7.46,,3,2,4,Miglioramento muscolare,1,Spesso,2,Proteica,1,Bassa,2,0
7.91,4.01,3,2,3,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
10.12,5.01,3,3,1,Allenamento cardiovascolare,2,Mai,0,Proteica,1,Bassa,2,0
,5.94,3,4,3,Altro,3,Sempre,3,Altro,3,Bassa,2,0
9.58,5.21,3,3,4,Altro,3,Spesso,2,Proteica,1,Bassa,2,0
8.91,4.82,3,4,4,Altro,3,Sempre,3,Carboidrati,2,Media,1,0
10.47,4.64,-999,4,1,Allenamento cardiovascolare,2,Sempre,3,***,3,Bassa,2,0
11.74,5.89,4,4,1,Altro,3,Sempre,3,Altro,3,Bassa,2,0
4.27,1.8,1,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
7.69,4.32,-999,1,0,Miglioramento muscolare,1,Mai,0,Proteica,1,Media,1,1
8.56,5.19,4,3,4,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Bassa,2,0
10.06,4.37,4,4,2,Altro,3,***,2,Altro,3,Media,1,0
,5.91,3,4,1,Altro,3,Sempre,3,Carboidrati,2,Media,1,0
6.46,4.72,3,1,5,Perdita peso,0,Raramente,-999,***,1,Bassa,2,1
6.94,4.69,-999,2,5,Perdita peso,0,Spesso,2,Equilibrata,0,Bassa,-999,-999
9.16,4.77,3,3,1,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Bassa,2,0
9.46,4.57,3,3,2,***,-999,Raramente,1,Carboidrati,2,Bassa,2,0
4.66,2.71,1,1,6,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
7.31,4.49,3,3,5,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
13.42,6.77,3,4,5,Allenamento cardiovascolare,2,Sempre,3,Carboidrati,2,Bassa,2,0
7.04,3.17,1,2,2,Perdita peso,0,Mai,-999,***,1,Alta,0,1
10.77,5.28,4,3,3,Altro,3,Spesso,2,Altro,3,Media,1,0
7.52,3.99,2,2,1,Miglioramento muscolare,1,Raramente,1,Proteica,1,Alta,0,1
8.98,4.55,-999,4,1,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Bassa,2,0
5.91,4.27,-999,1,2,Perdita peso,0,Mai,0,Equilibrata,0,Bassa,2,1
5.19,3.42,-999,2,4,Miglioramento muscolare,1,Spesso,2,Equilibrata,0,Media,1,1
6.11,2.65,1,1,3,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,-999
8.02,3.86,-999,4,1,***,-999,Raramente,1,Proteica,-999,Media,1,0
8.07,3.93,3,4,0,***,-999,Spesso,2,Carboidrati,2,Media,1,0
4.25,2.5,1,1,1,Perdita peso,0,Mai,0,***,0,Media,1,1
7.52,4.54,3,3,2,Miglioramento muscolare,1,***,2,Carboidrati,2,Media,1,0
7.06,3.69,1,2,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
6.08,,3,1,4,Miglioramento muscolare,1,Raramente,1,Carboidrati,-999,Bassa,2,1
7.62,4.0,3,3,3,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Alta,0,0
5.8,3.68,1,3,1,***,-999,Spesso,2,Proteica,1,Alta,0,1
4.96,2.99,1,2,1,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
10.08,5.33,3,-999,-999,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,0
9.43,5.22,4,3,0,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
5.24,3.34,2,2,4,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Alta,0,1
10.43,5.74,3,4,0,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
9.47,5.95,2,3,2,Miglioramento muscolare,1,Raramente,1,Equilibrata,0,Media,1,0
9.75,4.77,4,4,5,Altro,3,Spesso,2,Altro,-999,***,0,0
10.38,5.44,3,4,2,Altro,3,Sempre,3,Proteica,1,Media,1,0
11.43,6.43,4,4,4,Altro,3,Spesso,2,Altro,3,Bassa,2,0
2.3,1.78,1,2,4,Perdita peso,0,Raramente,1,Proteica,1,Alta,0,1
9.23,4.81,-999,4,3,Allenamento cardiovascolare,2,Sempre,3,Carboidrati,-999,Media,1,0
6.18,2.58,3,3,4,Altro,3,Sempre,3,Altro,3,Bassa,2,1
4.52,3.28,1,1,1,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Media,1,1
4.95,2.77,1,3,1,Perdita peso,0,Raramente,1,***,0,Media,1,1
2.88,2.94,1,2,8,Perdita peso,0,Raramente,1,Equilibrata,0,Media,1,1
2.02,2.0,1,1,2,***,0,Mai,0,Equilibrata,0,Alta,0,1
6.61,4.31,1,2,1,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
6.35,2.9,2,4,3,***,-999,Spesso,2,Proteica,1,Media,1,0
2.09,2.47,1,1,1,Perdita peso,0,Raramente,1,Equilibrata,0,Media,1,1
4.77,3.02,3,3,4,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
6.35,3.46,2,2,1,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,1
5.99,4.14,1,2,4,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
,4.74,2,2,1,Allenamento cardiovascolare,2,Mai,0,Proteica,1,Bassa,2,1
4.06,2.17,1,2,2,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
6.43,3.82,1,2,8,Perdita peso,0,***,0,Equilibrata,0,Alta,0,1
8.61,4.46,2,2,5,Miglioramento muscolare,1,Raramente,1,Carboidrati,-999,***,1,1
1.69,2.81,1,2,1,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
9.66,5.08,3,-999,-999,Allenamento cardiovascolare,2,Raramente,-999,***,2,Alta,0,0
8.75,4.32,3,4,4,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Alta,0,0
6.23,3.69,1,3,4,***,-999,Raramente,1,Equilibrata,0,Media,1,-999
5.1,3.2,1,1,1,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
8.21,4.44,3,4,4,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
9.59,5.18,4,3,2,Altro,3,Spesso,2,Altro,3,Bassa,2,0
5.07,2.91,1,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
8.37,4.09,3,4,4,Altro,3,Sempre,3,Carboidrati,2,Bassa,-999,-999
4.57,3.05,1,1,1,Miglioramento muscolare,1,Raramente,1,Equilibrata,0,Media,1,1
10.7,5.84,3,3,4,Altro,3,Spesso,2,Proteica,1,Bassa,2,0
3.05,1.33,1,2,4,Perdita peso,0,Raramente,1,Proteica,1,Media,1,1
7.67,3.9,3,4,4,Altro,3,Spesso,2,***,2,Media,-999,-999
,3.02,2,4,3,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Alta,0,0
5.26,3.17,1,1,0,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
9.8,4.89,4,4,4,Altro,3,Sempre,3,Altro,3,Bassa,2,0
5.77,3.99,-999,2,2,Perdita peso,0,Mai,0,Proteica,1,Alta,0,1
8.48,4.27,-999,3,4,Altro,3,Spesso,2,***,2,Bassa,2,0
10.21,5.01,4,4,2,Altro,3,Spesso,2,Altro,-999,***,2,0
8.89,4.18,3,3,2,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
5.78,3.33,2,2,1,***,0,Mai,0,Proteica,1,Media,1,1
9.11,5.68,2,2,4,Miglioramento muscolare,1,***,1,Proteica,1,Media,-999,-999
3.1,2.27,1,-999,-999,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
9.74,4.49,3,4,1,Allenamento cardiovascolare,2,Spesso,2,Altro,3,Bassa,2,0
9.88,5.06,4,4,1,Altro,3,Sempre,3,Altro,3,Bassa,2,0
7.34,3.5,3,3,2,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,-999,Bassa,2,0
7.36,3.39,2,2,3,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,1
5.85,2.98,2,2,0,Miglioramento muscolare,1,***,1,Carboidrati,2,Media,1,1
9.64,4.57,4,4,3,Altro,3,Sempre,3,Altro,-999,***,1,0
9.2,4.86,3,2,3,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Bassa,2,0
5.4,,1,-999,-999,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
,2.71,-999,3,3,Miglioramento muscolare,1,Spesso,2,Altro,3,Bassa,2,1
8.2,,2,2,4,Miglioramento muscolare,1,Mai,0,Carboidrati,2,Media,1,1
8.65,4.74,3,4,0,Allenamento cardiovascolare,2,Sempre,3,Carboidrati,2,Bassa,2,-999
8.05,3.35,4,3,1,Altro,3,Spesso,2,Altro,-999,***,2,0
9.56,4.9,3,3,0,Altro,3,Raramente,1,Carboidrati,2,Bassa,2,0
9.26,5.22,3,2,4,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Bassa,2,0
10.5,4.59,3,4,4,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Media,1,0
5.71,3.1,1,2,2,Perdita peso,0,Raramente,1,Equilibrata,0,Alta,0,1
11.78,5.97,3,-999,-999,Altro,3,Sempre,3,Altro,3,Bassa,2,0
9.31,5.3,3,4,8,Allenamento cardiovascolare,2,Sempre,3,Carboidrati,2,Media,1,0
11.33,5.66,3,4,5,Altro,3,Sempre,3,Altro,3,Bassa,2,0
7.35,3.8,-999,3,4,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Media,1,0
5.32,3.56,1,2,2,Perdita peso,0,Raramente,-999,***,0,Media,1,1
9.98,,3,4,3,Altro,3,Sempre,3,Altro,-999,***,1,0
7.56,4.12,1,3,0,Miglioramento muscolare,1,Spesso,2,Proteica,1,Bassa,2,1
9.5,5.66,4,4,4,Altro,3,Sempre,3,Altro,3,Bassa,2,0
7.61,4.91,3,4,7,Allenamento cardiovascolare,2,Sempre,-999,***,2,Media,1,0
10.14,4.63,3,4,2,Altro,3,Raramente,1,Carboidrati,2,Media,1,0
7.44,3.55,1,2,2,Miglioramento muscolare,1,Raramente,1,Proteica,1,Alta,0,1
3.62,3.42,1,2,1,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
9.65,5.07,3,3,2,Altro,3,Spesso,2,Carboidrati,2,Bassa,2,0
4.97,4.05,1,2,0,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,1
9.4,4.8,3,3,1,Altro,3,***,3,Carboidrati,2,Media,1,0
5.97,4.51,1,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
9.57,5.3,4,4,0,Altro,3,Sempre,3,Carboidrati,2,Media,1,0
7.88,3.98,2,3,0,Allenamento cardiovascolare,2,Spesso,2,Proteica,1,Bassa,2,0
6.68,3.66,2,4,0,Miglioramento muscolare,1,Spesso,-999,***,0,Alta,0,1
6.61,3.64,1,4,0,Miglioramento muscolare,1,***,2,Equilibrata,0,Alta,-999,-999
10.8,5.29,4,4,4,Altro,3,Spesso,2,Altro,3,Bassa,2,0
10.27,4.87,4,4,0,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
8.5,5.25,3,3,2,Miglioramento muscolare,1,Raramente,1,Carboidrati,-999,Media,1,0
3.5,2.6,1,2,1,***,-999,Mai,0,Equilibrata,0,Alta,0,1
8.64,4.6,3,3,1,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
7.32,4.1,3,-999,-999,***,-999,Raramente,1,Carboidrati,2,Bassa,2,0
8.33,4.6,2,2,4,Miglioramento muscolare,1,Mai,0,Equilibrata,-999,***,1,0
8.3,4.71,3,3,5,Miglioramento muscolare,1,Spesso,2,Carboidrati,2,Bassa,2,0
6.9,3.79,-999,2,3,Miglioramento muscolare,1,Raramente,1,Carboidrati,2,Media,1,1
8.37,4.02,3,2,1,Allenamento cardiovascolare,2,Raramente,1,Proteica,1,Media,1,0
7.67,3.67,3,4,5,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Alta,0,0
10.0,4.83,3,4,3,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
4.06,,1,2,4,Perdita peso,0,Raramente,1,Proteica,-999,Media,1,1
5.28,2.69,2,3,5,Miglioramento muscolare,1,Raramente,1,Equilibrata,0,Bassa,2,0
5.65,3.16,2,-999,-999,***,-999,Mai,0,Proteica,1,Media,1,1
7.92,4.09,1,2,1,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Alta,0,1
9.08,,3,2,4,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,1,0
10.3,5.32,3,4,4,Altro,3,Sempre,3,Altro,-999,Bassa,2,0
11.66,5.78,4,4,1,Altro,3,Sempre,3,Carboidrati,-999,Bassa,2,0
7.55,5.38,2,3,0,Miglioramento muscolare,1,Spesso,2,Proteica,1,Media,1,0
11.55,5.88,4,4,2,***,-999,Spesso,2,Carboidrati,2,Bassa,2,0
6.41,3.38,2,2,3,Perdita peso,0,***,1,Proteica,1,Alta,0,1
3.92,3.31,1,2,1,Perdita peso,0,***,1,***,1,Media,1,1
7.54,4.17,2,-999,-999,Perdita peso,0,Raramente,1,Equilibrata,0,Media,1,1
,1.47,1,1,4,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
6.44,4.06,2,2,6,Perdita peso,0,Spesso,2,Equilibrata,0,Media,1,1
6.55,3.81,3,3,1,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
4.38,2.45,2,3,4,Miglioramento muscolare,1,Spesso,2,Proteica,1,Alta,0,1
6.5,3.44,3,-999,-999,Miglioramento muscolare,1,Raramente,1,Proteica,1,Media,1,1
3.45,2.39,1,1,3,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
10.19,5.84,3,-999,-999,Altro,3,Spesso,-999,***,2,Bassa,2,-999
1.66,1.66,1,2,5,Perdita peso,0,***,0,Proteica,1,Alta,0,1
6.65,4.28,2,2,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,-999
6.4,3.88,1,2,4,Miglioramento muscolare,1,***,1,Equilibrata,0,Media,1,1
11.95,5.85,4,4,1,Allenamento cardiovascolare,2,Spesso,-999,***,2,Bassa,2,0
12.02,5.88,3,4,3,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
7.74,3.95,2,2,1,Allenamento cardiovascolare,2,Raramente,-999,***,1,Media,1,1
8.75,4.43,3,3,1,Allenamento cardiovascolare,2,Spesso,2,Carboidrati,2,Bassa,2,0
8.67,4.33,2,2,2,Allenamento cardiovascolare,2,Mai,0,Proteica,1,Bassa,2,-999
6.62,5.16,1,3,4,Miglioramento muscolare,1,Spesso,2,Equilibrata,0,Alta,0,1
6.62,4.44,1,2,4,Miglioramento muscolare,1,Mai,0,Equilibrata,0,Alta,0,1
8.06,3.22,3,3,0,Allenamento cardiovascolare,2,Mai,0,Carboidrati,2,Media,1,0
3.73,2.26,1,2,5,Perdita peso,0,***,0,Proteica,1,Alta,0,-999
8.35,3.75,3,4,4,Altro,3,Spesso,2,Carboidrati,2,Media,1,0
4.38,2.38,2,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Media,1,1
7.96,4.08,2,1,3,Miglioramento muscolare,1,Mai,0,Proteica,1,Alta,0,1
6.74,3.15,1,3,3,Miglioramento muscolare,1,Raramente,-999,***,0,Alta,0,1
7.56,5.03,-999,2,2,Allenamento cardiovascolare,2,Spesso,2,Proteica,1,Media,1,1
3.31,2.47,1,1,1,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
9.02,3.57,3,3,4,Allenamento cardiovascolare,2,Raramente,1,Carboidrati,2,Media,-999,-999
4.67,2.73,1,2,0,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
4.02,2.47,1,2,2,Perdita peso,0,Mai,0,Equilibrata,0,Alta,0,1
